,Cone_Type,Cone_X,Cone_Y
0,LEFT,14.125,1.4375
1,LEFT,12.03125,1.78125
2,LEFT,15.6875,1.21875
3,LEFT,17.28125,1.09375
4,LEFT,18.875,0.8125
5,LEFT,20.4375,0.71875
6,LEFT,22.0,0.53125
7,LEFT,23.59375,0.46875
8,LEFT,25.15625,0.40625
9,LEFT,26.75,0.34375
10,LEFT,28.3125,0.5625
11,LEFT,29.8125,1.125
12,LEFT,30.875,2.3125
13,LEFT,31.25,3.90625
14,LEFT,31.21875,5.46875
15,LEFT,32.15625,6.78125
16,LEFT,33.71875,6.84375
17,LEFT,35.28125,6.875
18,LEFT,36.8125,7.25
19,LEFT,37.53125,8.6875
20,LEFT,38.0,10.1875
21,LEFT,39.0,11.40625
22,LEFT,40.375,12.15625
23,LEFT,41.71875,13.0
24,LEFT,42.59375,14.3125
25,LEFT,43.21875,15.75
26,LEFT,43.5625,17.28125
27,LEFT,43.625,18.84375
28,LEFT,43.28125,20.375
29,LEFT,44.25,21.625
30,LEFT,45.03125,23.0
31,LEFT,45.5,24.5
32,LEFT,45.59375,26.0625
33,LEFT,44.375,27.0625
34,LEFT,42.9375,27.75
35,LEFT,41.375,27.8125
36,LEFT,39.8125,28.03125
37,LEFT,38.25,28.0625
38,LEFT,36.6875,27.8125
39,LEFT,35.15625,27.46875
40,LEFT,33.625,27.78125
41,LEFT,32.125,28.3125
42,LEFT,30.5625,28.46875
43,LEFT,29.0,28.65625
44,LEFT,27.5,28.1875
45,LEFT,26.03125,27.625
46,LEFT,24.46875,27.65625
47,LEFT,22.875,27.84375
48,LEFT,21.34375,28.3125
49,LEFT,19.875,28.875
50,LEFT,18.4375,29.5
51,LEFT,16.875,29.75
52,LEFT,15.34375,29.3125
53,LEFT,14.46875,27.96875
54,LEFT,13.59375,26.625
55,LEFT,12.21875,25.8125
56,LEFT,10.65625,25.59375
57,LEFT,9.0625,25.40625
58,LEFT,7.5,25.59375
59,LEFT,7.3125,24.03125
60,LEFT,7.59375,22.4375
61,LEFT,8.09375,20.9375
62,LEFT,7.1875,19.65625
63,LEFT,5.6875,19.15625
64,LEFT,4.75,17.875
65,LEFT,3.78125,16.59375
66,LEFT,3.25,15.09375
67,LEFT,2.78125,13.5625
68,LEFT,2.15625,12.0625
69,LEFT,2.03125,10.40625
70,LEFT,1.78125,8.8125
71,LEFT,1.75,7.25
72,LEFT,2.09375,5.6875
73,LEFT,2.40625,4.15625
74,LEFT,3.78125,3.375
75,LEFT,5.34375,2.8125
76,LEFT,6.84375,2.34375
77,LEFT,8.4375,2.09375
78,LEFT,10.0,1.9375
79,RIGHT,14.5625,4.28125
80,RIGHT,16.15625,4.1875
81,RIGHT,17.71875,4.1875
82,RIGHT,19.28125,4.1875
83,RIGHT,20.84375,4.0625
84,RIGHT,22.40625,4.03125
85,RIGHT,23.96875,3.90625
86,RIGHT,25.53125,3.875
87,RIGHT,27.09375,3.875
88,RIGHT,28.375,4.8125
89,RIGHT,28.21875,6.375
90,RIGHT,28.21875,7.9375
91,RIGHT,29.15625,9.21875
92,RIGHT,30.71875,9.40625
93,RIGHT,32.28125,9.4375
94,RIGHT,33.84375,9.5625
95,RIGHT,35.09375,10.5
96,RIGHT,35.3125,12.0625
97,RIGHT,35.84375,13.5625
98,RIGHT,37.1875,14.40625
99,RIGHT,38.625,15.0625
100,RIGHT,39.65625,16.28125
101,RIGHT,40.5,17.65625
102,RIGHT,40.6875,19.25
103,RIGHT,39.90625,20.625
104,RIGHT,40.1875,22.1875
105,RIGHT,41.5625,22.9375
106,RIGHT,42.25,24.34375
107,RIGHT,40.75,24.8125
108,RIGHT,39.1875,24.90625
109,RIGHT,37.53125,24.90625
110,RIGHT,35.96875,24.84375
111,RIGHT,34.375,24.5625
112,RIGHT,32.8125,24.8125
113,RIGHT,31.25,25.3125
114,RIGHT,29.65625,25.34375
115,RIGHT,28.09375,24.875
116,RIGHT,26.5,24.78125
117,RIGHT,24.9375,24.75
118,RIGHT,23.34375,24.625
119,RIGHT,21.71875,24.875
120,RIGHT,20.21875,25.40625
121,RIGHT,18.8125,26.15625
122,RIGHT,17.3125,26.71875
123,RIGHT,16.28125,25.5
124,RIGHT,15.84375,23.96875
125,RIGHT,14.9375,22.6875
126,RIGHT,13.34375,22.53125
127,RIGHT,11.78125,22.53125
128,RIGHT,10.15625,22.5
129,RIGHT,10.5,20.96875
130,RIGHT,11.0625,19.5
131,RIGHT,10.9375,17.9375
132,RIGHT,9.46875,17.28125
133,RIGHT,7.90625,17.125
134,RIGHT,6.875,15.90625
135,RIGHT,6.4375,14.34375
136,RIGHT,6.34375,12.71875
137,RIGHT,5.875,11.21875
138,RIGHT,5.3125,9.75
139,RIGHT,4.9375,8.21875
140,RIGHT,5.03125,6.65625
141,RIGHT,6.21875,5.59375
142,RIGHT,7.71875,5.0625
143,RIGHT,9.25,4.71875
144,RIGHT,10.875,4.59375
145,RIGHT,12.40625,4.28125
