,Cone_Type,Cone_X,Cone_Y
0,LEFT,14.375,1.5625
1,LEFT,15.9375,1.46875
2,LEFT,17.5,1.5625
3,LEFT,19.0,2.0
4,LEFT,20.46875,1.4375
5,LEFT,22.15625,1.5625
6,LEFT,23.0,2.90625
7,LEFT,24.53125,2.59375
8,LEFT,25.78125,1.625
9,LEFT,27.25,1.0
10,LEFT,28.6875,0.375
11,LEFT,30.1875,-0.0625
12,LEFT,31.78125,-0.1875
13,LEFT,33.3125,0.1875
14,LEFT,34.46875,1.25
15,LEFT,35.4375,2.53125
16,LEFT,36.25,3.875
17,LEFT,36.40625,5.4375
18,LEFT,35.9375,6.9375
19,LEFT,35.75,8.5
20,LEFT,37.0625,9.5
21,LEFT,38.0625,10.71875
22,LEFT,38.9375,12.03125
23,LEFT,39.46875,13.53125
24,LEFT,39.1875,15.09375
25,LEFT,38.34375,16.4375
26,LEFT,37.03125,17.3125
27,LEFT,36.03125,18.53125
28,LEFT,34.46875,18.75
29,LEFT,33.0,19.3125
30,LEFT,31.53125,19.96875
31,LEFT,29.96875,20.28125
32,LEFT,28.4375,20.65625
33,LEFT,26.84375,20.90625
34,LEFT,25.28125,21.125
35,LEFT,23.71875,21.25
36,LEFT,22.09375,21.25
37,LEFT,20.4375,21.1875
38,LEFT,18.84375,20.96875
39,LEFT,17.21875,20.84375
40,LEFT,15.65625,20.53125
41,LEFT,13.875,20.03125
42,LEFT,12.34375,19.625
43,LEFT,10.8125,19.15625
44,LEFT,9.5625,18.125
45,LEFT,8.65625,16.84375
46,LEFT,7.21875,15.21875
47,LEFT,6.96875,13.65625
48,LEFT,6.78125,12.09375
49,LEFT,6.5625,10.53125
50,LEFT,6.875,8.96875
51,LEFT,6.875,7.34375
52,LEFT,7.3125,5.8125
53,LEFT,7.78125,4.25
54,LEFT,8.84375,3.0625
55,LEFT,10.21875,2.21875
56,LEFT,11.6875,1.625
57,RIGHT,14.5625,4.09375
58,RIGHT,16.125,4.0
59,RIGHT,17.65625,4.375
60,RIGHT,19.21875,4.625
61,RIGHT,20.71875,4.1875
62,RIGHT,21.5625,5.53125
63,RIGHT,22.71875,6.65625
64,RIGHT,24.28125,6.25
65,RIGHT,25.5,5.21875
66,RIGHT,27.0,4.65625
67,RIGHT,28.5,4.09375
68,RIGHT,30.0,3.59375
69,RIGHT,31.5625,3.78125
70,RIGHT,32.28125,5.1875
71,RIGHT,32.15625,6.75
72,RIGHT,31.75,8.28125
73,RIGHT,31.96875,9.875
74,RIGHT,33.34375,10.65625
75,RIGHT,34.40625,11.8125
76,RIGHT,35.5,12.96875
77,RIGHT,35.1875,14.5
78,RIGHT,33.875,15.40625
79,RIGHT,32.3125,15.40625
80,RIGHT,31.40625,16.71875
81,RIGHT,29.84375,17.09375
82,RIGHT,28.25,17.3125
83,RIGHT,26.6875,17.34375
84,RIGHT,25.0625,17.46875
85,RIGHT,23.40625,17.53125
86,RIGHT,21.84375,17.34375
87,RIGHT,20.21875,17.15625
88,RIGHT,18.53125,17.03125
89,RIGHT,16.9375,17.03125
90,RIGHT,15.375,16.78125
91,RIGHT,13.78125,16.375
92,RIGHT,12.25,15.71875
93,RIGHT,11.0625,14.65625
94,RIGHT,10.25,13.09375
95,RIGHT,9.3125,11.625
96,RIGHT,9.375,10.0625
97,RIGHT,9.96875,8.375
98,RIGHT,10.3125,6.84375
99,RIGHT,10.78125,5.3125
100,RIGHT,12.125,4.40625
