,Cone_Type,Cone_X,Cone_Y
0,LEFT,14.5,1.1875
1,LEFT,16.09375,1.09375
2,LEFT,17.65625,0.96875
3,LEFT,19.25,0.875
4,LEFT,20.84375,1.15625
5,LEFT,22.40625,1.375
6,LEFT,23.90625,1.8125
7,LEFT,25.40625,2.4375
8,LEFT,26.65625,3.375
9,LEFT,27.53125,4.6875
10,LEFT,27.84375,6.21875
11,LEFT,28.21875,7.75
12,LEFT,28.34375,9.3125
13,LEFT,27.9375,10.84375
14,LEFT,26.875,12.03125
15,LEFT,25.5,12.84375
16,LEFT,24.09375,13.53125
17,LEFT,22.5625,13.90625
18,LEFT,21.0625,14.34375
19,LEFT,19.4375,14.375
20,LEFT,17.84375,14.40625
21,LEFT,16.28125,14.53125
22,LEFT,14.6875,14.5
23,LEFT,13.0625,14.53125
24,LEFT,11.5625,14.09375
25,LEFT,10.0,13.90625
26,LEFT,8.375,13.5
27,LEFT,6.90625,12.75
28,LEFT,5.9375,11.46875
29,LEFT,5.1875,10.09375
30,LEFT,5.09375,8.53125
31,LEFT,5.03125,6.875
32,LEFT,5.34375,5.34375
33,LEFT,5.6875,3.8125
34,LEFT,7.03125,2.96875
35,LEFT,8.4375,2.15625
36,LEFT,9.96875,1.71875
37,LEFT,11.53125,1.4375
38,RIGHT,14.5625,4.125
39,RIGHT,16.125,4.0625
40,RIGHT,17.6875,3.9375
41,RIGHT,19.34375,3.9375
42,RIGHT,20.9375,3.9375
43,RIGHT,22.5625,4.0625
44,RIGHT,24.0625,4.53125
45,RIGHT,25.03125,5.78125
46,RIGHT,25.5625,7.28125
47,RIGHT,25.28125,8.84375
48,RIGHT,24.59375,10.28125
49,RIGHT,23.34375,11.28125
50,RIGHT,21.75,11.4375
51,RIGHT,20.15625,11.59375
52,RIGHT,18.59375,11.6875
53,RIGHT,17.0,11.53125
54,RIGHT,15.4375,11.40625
55,RIGHT,13.84375,11.375
56,RIGHT,12.25,11.375
57,RIGHT,10.6875,11.03125
58,RIGHT,9.1875,10.5
59,RIGHT,8.1875,9.28125
60,RIGHT,7.84375,7.71875
61,RIGHT,7.8125,6.125
62,RIGHT,8.5,4.71875
63,RIGHT,10.03125,4.40625
64,RIGHT,11.625,4.15625
