timestamp,steerAngle,enco_0,enco_1,enco_2,enco_3,throttle,
0.37194275856018066,-1315,0,0,0,0,40,
0.3899385929107666,-1661,0,0,0,0,40,
0.4080843925476074,-1971,0,0,0,0,40,
0.4380826950073242,-2638,0,0,0,0,40,
0.47610044479370117,-3426,0,0,0,0,40,
0.49805712699890137,-3456,0,0,0,0,40,
0.52809739112854,-3333,0,0,0,0,40,
0.5643351078033447,-3459,0,0,0,0,40,
0.5943546295166016,-3450,0,0,0,0,40,
0.6203382015228271,-3460,0,0,0,0,40,
0.6523308753967285,-3465,0,0,0,0,40,
0.681251049041748,-3470,0,0,0,0,40,
0.7132542133331299,-3471,0,0,0,0,40,
0.7412412166595459,-3471,0,0,0,0,40,
0.7712392807006836,-3471,0,0,0,0,40,
0.7872426509857178,-3471,0,0,0,0,40,
0.8032383918762207,-3471,0,0,0,0,40,
0.8192408084869385,-3427,0,0,0,0,40,
0.8472428321838379,-3169,0,0,0,0,40,
0.8632388114929199,-3006,0,0,0,0,40,
0.8792376518249512,-2866,0,0,0,0,40,
0.895240306854248,-2706,0,0,0,0,40,
0.9252417087554932,-2304,0,0,0,0,40,
0.941241979598999,-2052,0,0,0,0,40,
0.9712436199188232,-1515,0,0,0,0,40,
1.0112414360046387,-884,0,0,0,0,40,
1.031243085861206,-254,0,0,0,0,40,
1.0652432441711426,414,0,0,0,0,40,
1.0952439308166504,1129,0,0,0,0,40,
1.125246286392212,1810,0,0,0,0,40,
1.1572418212890625,2402,0,0,0,0,40,
1.1872460842132568,2948,0,0,0,0,40,
1.2172420024871826,3419,0,0,0,0,40,
1.2452406883239746,3432,0,0,0,0,40,
1.2752423286437988,3440,0,0,0,0,40,
1.3052434921264648,3460,0,0,0,0,40,
1.3352439403533936,3468,0,0,0,0,40,
1.3652448654174805,3482,0,0,0,0,40,
1.3952412605285645,3483,0,0,0,0,40,
1.4252433776855469,3483,0,0,0,0,40,
1.4412412643432617,3483,0,0,0,0,40,
1.4572420120239258,3483,0,0,0,0,40,
1.4732410907745361,3483,0,0,0,0,40,
1.489238977432251,3483,0,0,0,0,40,
1.5052416324615479,3418,0,0,0,0,40,
1.5352396965026855,3317,0,0,0,0,40,
1.5512423515319824,3279,0,0,0,0,40,
1.5812411308288574,3264,0,0,0,0,40,
1.5972414016723633,3264,0,0,0,0,40,
1.6132402420043945,3264,0,0,0,0,40,
1.6432414054870605,3262,0,0,0,0,40,
1.6732406616210938,3261,0,0,0,0,40,
1.7012410163879395,3261,0,0,0,0,40,
1.7332408428192139,3261,0,0,0,0,40,
1.7612404823303223,3261,0,0,0,0,40,
1.7892401218414307,3261,0,0,0,0,40,
1.8052425384521484,3261,0,0,0,0,40,
1.8352439403533936,3261,0,0,0,0,40,
1.8632423877716064,3261,0,0,0,0,40,
1.893242359161377,3261,0,0,0,0,40,
1.9232409000396729,3261,0,0,0,0,40,
1.9392426013946533,3261,0,0,0,0,40,
1.9672441482543945,3261,0,0,0,0,40,
1.9832415580749512,3261,0,0,0,0,40,
1.9992425441741943,3261,0,0,0,0,40,
2.0292391777038574,3261,0,0,0,0,40,
2.045240640640259,3261,0,0,0,0,40,
2.061241865158081,3261,0,0,0,0,40,
2.0772576332092285,3261,0,0,0,0,40,
2.1092417240142822,3261,0,0,0,0,40,
2.137242078781128,3261,0,0,0,0,40,
2.1672418117523193,3261,0,0,0,0,40,
2.1952407360076904,3261,0,0,0,0,40,
2.2112491130828857,3261,0,0,0,0,40,
2.241241216659546,3261,0,0,0,0,40,
2.27124285697937,3261,0,0,0,0,40,
2.301239490509033,3261,0,0,0,0,40,
2.31724214553833,3261,0,0,0,0,40,
2.345255136489868,3261,0,0,0,0,40,
2.3732407093048096,3261,0,0,0,0,40,
2.4032421112060547,3261,0,0,0,0,40,
2.4192404747009277,3261,0,0,0,0,40,
2.4352426528930664,3261,0,0,0,0,40,
2.4652411937713623,3261,0,0,0,0,40,
2.495242118835449,3261,0,0,0,0,40,
2.511242151260376,3261,0,0,0,0,40,
2.527238368988037,3261,0,0,0,0,40,
2.5432398319244385,3261,0,0,0,0,40,
2.5592386722564697,3261,0,0,0,0,40,
2.5892441272735596,3261,0,0,0,0,40,
2.6052405834198,3261,0,0,0,0,40,
2.6232635974884033,3261,0,0,0,0,40,
2.6512410640716553,3261,0,0,0,0,40,
2.6672444343566895,3261,0,0,0,0,40,
2.69724178314209,3261,0,0,0,0,40,
2.713240385055542,3261,0,0,0,0,40,
2.7292425632476807,3261,0,0,0,0,40,
2.7572455406188965,3262,0,0,0,0,40,
2.787240505218506,3262,0,0,0,0,40,
2.8192641735076904,3262,0,0,0,0,40,
2.8492448329925537,3267,0,0,0,0,40,
2.881244659423828,3255,0,0,0,0,40,
2.911243200302124,3208,0,0,0,0,40,
2.9432413578033447,3149,0,0,0,0,40,
2.9712398052215576,3046,0,0,0,0,40,
3.0012423992156982,2880,0,0,0,0,40,
3.017259120941162,2771,0,0,0,0,40,
3.0512561798095703,2487,0,0,0,0,40,
3.079240560531616,2166,0,0,0,0,40,
3.109240770339966,1798,0,0,0,0,40,
3.125239610671997,1576,0,0,0,0,40,
3.141242504119873,1344,0,0,0,0,40,
3.1572580337524414,1104,0,0,0,0,40,
3.1872456073760986,623,0,0,0,0,40,
3.217244863510132,165,0,0,0,0,40,
3.247239828109741,-227,0,0,0,0,40,
3.2632439136505127,-398,0,0,0,0,40,
3.2912395000457764,-600,0,0,0,0,40,
3.3072545528411865,-652,0,0,0,0,40,
3.3372437953948975,-651,0,0,0,0,40,
3.3672420978546143,-578,0,0,0,0,40,
3.397242546081543,-468,0,0,0,0,40,
3.4272403717041016,-346,0,0,0,0,40,
3.455242156982422,-228,0,0,0,0,40,
3.4712398052215576,-166,0,0,0,0,40,
3.4872403144836426,-107,0,0,0,0,40,
3.503242015838623,-52,0,0,0,0,40,
3.5360848903656006,45,0,0,0,0,40,
3.5640902519226074,121,0,0,0,0,40,
3.5921523571014404,187,0,0,0,0,40,
3.608151435852051,214,0,0,0,0,40,
3.6381499767303467,247,0,0,0,0,40,
3.6692471504211426,258,0,0,0,0,40,
3.6992552280426025,256,0,0,0,0,40,
3.727247476577759,256,0,0,0,0,40,
3.7572367191314697,256,0,0,0,0,40,
3.789242744445801,256,0,0,0,0,40,
3.822343111038208,256,0,0,0,0,40,
3.852337121963501,256,0,0,0,0,40,
3.86840558052063,256,0,0,0,0,40,
3.900407314300537,256,0,0,0,0,40,
3.9304018020629883,257,0,0,0,0,40,
3.9604098796844482,258,0,0,0,0,40,
3.9904022216796875,258,0,0,0,0,40,
4.006402492523193,258,0,0,0,0,40,
4.036405086517334,257,0,0,0,0,40,
4.064403533935547,256,0,0,0,0,40,
4.096399784088135,256,0,0,0,0,40,
4.128431081771851,256,0,0,0,0,40,
4.158892869949341,256,0,0,0,0,40,
4.174911022186279,256,0,0,0,0,40,
4.192911386489868,256,0,0,0,0,40,
4.222911357879639,256,0,0,0,0,40,
4.240913152694702,255,0,0,0,0,40,
4.268907070159912,256,0,0,0,0,40,
4.300198078155518,256,0,0,0,0,40,
4.330198049545288,256,0,0,0,0,40,
4.358229637145996,256,0,0,0,0,40,
4.386392593383789,256,0,0,0,0,40,
4.417292833328247,256,0,0,0,0,40,
4.433302402496338,256,0,0,0,0,40,
4.460551738739014,256,0,0,0,0,40,
4.475419044494629,256,0,0,0,0,40,
4.491912841796875,256,0,0,0,0,40,
4.50796914100647,256,0,0,0,0,40,
4.537195920944214,256,0,0,0,0,40,
4.566909313201904,256,0,0,0,0,40,
4.598587512969971,256,0,0,0,0,40,
4.627723455429077,256,0,0,0,0,40,
4.660493612289429,256,0,0,0,0,40,
4.690143823623657,256,0,0,0,0,40,
4.706143617630005,256,0,0,0,0,40,
4.722144842147827,256,0,0,0,0,40,
4.7381463050842285,256,0,0,0,0,40,
4.768145799636841,256,0,0,0,0,40,
4.798143148422241,256,0,0,0,0,40,
4.828139781951904,256,0,0,0,0,40,
4.844140291213989,256,0,0,0,0,40,
4.860144376754761,256,0,0,0,0,40,
4.876147985458374,256,0,0,0,0,40,
4.906142950057983,256,0,0,0,0,40,
4.922144889831543,256,0,0,0,0,40,
4.952147960662842,256,0,0,0,0,40,
4.982154369354248,256,0,0,0,0,40,
4.99814510345459,255,1,0,0,0,40,
5.028144121170044,256,2,0,0,0,40,
5.05814528465271,256,2,1,0,0,40,
5.074146270751953,256,2,2,0,0,40,
5.0901453495025635,256,2,2,0,0,40,
5.1061460971832275,256,2,2,0,0,40,
5.134146690368652,256,3,2,0,0,40,
5.164149045944214,256,4,4,0,0,40,
5.194144010543823,256,4,4,0,0,40,
5.210143804550171,256,4,4,0,0,40,
5.226146221160889,256,5,4,0,0,40,
5.256145000457764,256,6,6,0,0,40,
5.286142587661743,256,6,6,0,0,40,
5.318145275115967,256,6,6,0,0,40,
5.346142530441284,256,7,7,0,0,40,
5.362141847610474,256,7,7,0,0,40,
5.378143548965454,256,8,8,0,0,40,
5.408558368682861,256,8,8,0,0,40,
5.424905300140381,256,8,8,0,0,40,
5.454779386520386,256,8,8,0,0,40,
5.4847800731658936,256,8,8,0,0,40,
5.500859498977661,256,8,8,0,0,40,
5.535610914230347,256,9,9,0,0,40,
5.56160306930542,256,9,9,0,0,40,
5.577595472335815,256,10,10,0,0,40,
5.5935959815979,256,10,10,0,0,40,
5.609596252441406,256,10,10,0,0,40,
5.639484643936157,256,10,10,0,0,40,
5.655706405639648,255,10,10,0,0,40,
5.673715114593506,256,10,10,0,0,40,
5.7057178020477295,256,10,10,0,0,40,
5.738812208175659,256,10,10,0,0,40,
5.766796827316284,256,10,10,0,0,40,
5.796790361404419,256,10,10,0,0,40,
5.812792062759399,256,10,10,0,0,40,
5.828791379928589,256,10,10,0,0,40,
5.858796119689941,256,10,10,0,0,40,
