,Cone_Type,Cone_X,Cone_Y
0,LEFT,7.96875,8.6875
1,LEFT,9.4375,8.125
2,LEFT,10.5,6.875
3,LEFT,10.84375,5.28125
4,LEFT,10.8125,3.6875
5,LEFT,9.625,2.59375
6,LEFT,8.0,2.5
7,LEFT,6.40625,2.4375
8,LEFT,4.75,2.5
9,LEFT,3.1875,2.6875
10,LEFT,1.625,2.9375
11,LEFT,0.03125,3.0
12,LEFT,-1.65625,3.03125
13,LEFT,-3.28125,3.125
14,LEFT,-4.8125,3.5
15,LEFT,-6.34375,4.0
16,LEFT,-7.78125,4.84375
17,LEFT,-8.5625,6.25
18,LEFT,-8.6875,7.90625
19,LEFT,-8.46875,9.5
20,LEFT,-8.5625,11.0625
21,LEFT,-8.71875,12.625
22,LEFT,-8.75,14.1875
23,LEFT,-8.46875,15.75
24,LEFT,-7.5,17.03125
25,LEFT,-5.9375,16.9375
26,LEFT,-4.4375,16.34375
27,LEFT,-3.15625,15.28125
28,LEFT,-1.84375,14.1875
29,LEFT,-0.65625,12.96875
30,LEFT,0.34375,11.71875
31,LEFT,1.59375,10.78125
32,LEFT,3.03125,9.875
33,LEFT,4.59375,9.4375
34,LEFT,6.1875,8.90625
35,RIGHT,7.5,11.65625
36,RIGHT,9.0625,11.21875
37,RIGHT,10.5625,10.625
38,RIGHT,11.96875,9.90625
39,RIGHT,12.8125,8.3125
40,RIGHT,13.375,6.65625
41,RIGHT,13.65625,4.96875
42,RIGHT,13.625,3.40625
43,RIGHT,13.03125,1.9375
44,RIGHT,11.71875,0.875
45,RIGHT,10.15625,0.59375
46,RIGHT,8.4375,0.4375
47,RIGHT,6.84375,0.4375
48,RIGHT,5.1875,0.65625
49,RIGHT,3.625,0.875
50,RIGHT,2.03125,0.84375
51,RIGHT,0.4375,0.84375
52,RIGHT,-1.1875,0.84375
53,RIGHT,-2.78125,0.90625
54,RIGHT,-4.4375,1.09375
55,RIGHT,-6.125,1.375
56,RIGHT,-7.71875,1.5625
57,RIGHT,-9.28125,2.21875
58,RIGHT,-10.375,3.4375
59,RIGHT,-10.8125,5.0
60,RIGHT,-10.90625,6.59375
61,RIGHT,-10.75,8.21875
62,RIGHT,-10.84375,9.9375
63,RIGHT,-11.0625,11.53125
64,RIGHT,-11.21875,13.125
65,RIGHT,-11.3125,14.78125
66,RIGHT,-11.3125,16.34375
67,RIGHT,-11.03125,17.90625
68,RIGHT,-10.34375,19.3125
69,RIGHT,-8.90625,19.96875
70,RIGHT,-7.34375,19.96875
71,RIGHT,-5.78125,19.71875
72,RIGHT,-4.21875,19.125
73,RIGHT,-2.8125,18.375
74,RIGHT,-1.71875,17.21875
75,RIGHT,-0.6875,16.03125
76,RIGHT,0.46875,14.90625
77,RIGHT,1.6875,13.90625
78,RIGHT,2.875,12.875
79,RIGHT,4.28125,12.125
80,RIGHT,5.875,11.78125
