,Cone_Type,Cone_X,Cone_Y
0,LEFT,7.96875,8.6875
1,LEFT,9.53125,8.25
2,LEFT,10.5,6.96875
3,LEFT,11.0,5.28125
4,LEFT,11.3125,3.65625
5,LEFT,11.3125,2.0625
6,LEFT,11.5625,0.5
7,LEFT,12.0,-1.03125
8,LEFT,12.84375,-2.53125
9,LEFT,14.03125,-3.5625
10,LEFT,15.5,-4.25
11,LEFT,17.09375,-4.6875
12,LEFT,18.6875,-5.28125
13,LEFT,20.09375,-6.3125
14,LEFT,21.25,-7.40625
15,LEFT,22.53125,-8.5
16,LEFT,24.03125,-9.40625
17,LEFT,25.5625,-9.71875
18,LEFT,27.15625,-9.84375
19,LEFT,28.75,-9.46875
20,LEFT,30.3125,-8.90625
21,LEFT,31.9375,-8.40625
22,LEFT,33.3125,-7.46875
23,LEFT,34.53125,-6.375
24,LEFT,35.46875,-4.96875
25,LEFT,35.90625,-3.4375
26,LEFT,35.75,-1.875
27,LEFT,34.65625,-0.46875
28,LEFT,33.53125,0.65625
29,LEFT,32.4375,2.03125
30,LEFT,31.6875,3.4375
31,LEFT,31.28125,5.25
32,LEFT,31.34375,6.8125
33,LEFT,32.09375,8.28125
34,LEFT,33.09375,9.6875
35,LEFT,34.03125,11.0
36,LEFT,34.71875,12.46875
37,LEFT,35.0625,14.21875
38,LEFT,35.09375,15.8125
39,LEFT,34.78125,17.375
40,LEFT,33.5625,18.65625
41,LEFT,32.3125,19.65625
42,LEFT,30.9375,20.5625
43,LEFT,29.375,21.28125
44,LEFT,27.75,21.71875
45,LEFT,26.15625,22.21875
46,LEFT,24.53125,22.65625
47,LEFT,22.90625,22.9375
48,LEFT,21.21875,23.125
49,LEFT,19.40625,23.1875
50,LEFT,17.78125,23.25
51,LEFT,16.0,23.40625
52,LEFT,14.28125,23.40625
53,LEFT,12.4375,23.1875
54,LEFT,10.90625,22.8125
55,LEFT,9.25,22.34375
56,LEFT,7.40625,21.875
57,LEFT,5.90625,21.3125
58,LEFT,4.4375,20.28125
59,LEFT,3.21875,19.1875
60,LEFT,2.15625,17.65625
61,LEFT,1.65625,15.9375
62,LEFT,1.46875,14.375
63,LEFT,2.0625,12.90625
64,LEFT,6.3125,8.71875
65,LEFT,4.78125,9.1875
66,LEFT,2.625,11.34375
67,LEFT,3.3125,9.8125
68,RIGHT,7.90625,11.34375
69,RIGHT,9.5625,11.21875
70,RIGHT,11.0625,10.75
71,RIGHT,12.40625,9.75
72,RIGHT,13.25,8.25
73,RIGHT,13.65625,6.6875
74,RIGHT,13.75,5.125
75,RIGHT,13.75,3.53125
76,RIGHT,13.875,1.90625
77,RIGHT,14.375,0.3125
78,RIGHT,15.21875,-1.125
79,RIGHT,16.6875,-2.0
80,RIGHT,18.1875,-2.53125
81,RIGHT,19.875,-3.1875
82,RIGHT,21.3125,-4.03125
83,RIGHT,22.40625,-5.21875
84,RIGHT,23.46875,-6.4375
85,RIGHT,25.0,-7.09375
86,RIGHT,26.65625,-7.25
87,RIGHT,28.25,-6.78125
88,RIGHT,29.875,-6.28125
89,RIGHT,31.46875,-5.53125
90,RIGHT,32.65625,-4.40625
91,RIGHT,33.09375,-2.90625
92,RIGHT,32.46875,-1.46875
93,RIGHT,31.09375,-0.53125
94,RIGHT,29.875,0.71875
95,RIGHT,28.90625,1.96875
96,RIGHT,28.5,3.5625
97,RIGHT,28.5,5.21875
98,RIGHT,29.0,6.71875
99,RIGHT,29.90625,8.03125
100,RIGHT,30.6875,9.4375
101,RIGHT,31.46875,10.875
102,RIGHT,32.25,12.3125
103,RIGHT,32.5,14.15625
104,RIGHT,32.375,15.78125
105,RIGHT,31.28125,16.9375
106,RIGHT,30.15625,18.0625
107,RIGHT,28.84375,19.0
108,RIGHT,27.375,19.78125
109,RIGHT,25.5,20.25
110,RIGHT,23.90625,20.46875
111,RIGHT,22.125,20.71875
112,RIGHT,20.5625,20.90625
113,RIGHT,18.84375,21.125
114,RIGHT,17.15625,21.21875
115,RIGHT,15.3125,21.0
116,RIGHT,13.46875,20.75
117,RIGHT,11.84375,20.375
118,RIGHT,10.34375,19.90625
119,RIGHT,8.875,19.125
120,RIGHT,7.46875,18.1875
121,RIGHT,5.90625,17.5
122,RIGHT,4.78125,16.34375
123,RIGHT,4.625,14.78125
124,RIGHT,4.84375,13.21875
125,RIGHT,6.03125,12.1875
