,Cone_Type,Cone_X,Cone_Y
0,LEFT,8.625,8.8125
1,LEFT,10.21875,8.9375
2,LEFT,11.84375,8.5
3,LEFT,13.28125,7.65625
4,LEFT,14.59375,6.59375
5,LEFT,16.03125,5.78125
6,LEFT,17.65625,5.5625
7,LEFT,19.21875,5.875
8,LEFT,20.53125,6.96875
9,LEFT,21.65625,8.15625
10,LEFT,23.125,8.8125
11,LEFT,24.71875,9.15625
12,LEFT,26.375,8.8125
13,LEFT,27.84375,8.15625
14,LEFT,29.28125,7.34375
15,LEFT,30.65625,6.4375
16,LEFT,32.28125,5.9375
17,LEFT,34.0,5.71875
18,LEFT,35.625,6.0
19,LEFT,36.96875,6.875
20,LEFT,37.9375,8.125
21,LEFT,38.53125,9.625
22,LEFT,39.0625,11.15625
23,LEFT,39.625,12.625
24,LEFT,40.28125,14.375
25,LEFT,41.0625,15.75
26,LEFT,42.4375,16.625
27,LEFT,44.0,17.0625
28,LEFT,45.53125,17.375
29,LEFT,47.25,17.5
30,LEFT,48.84375,17.4375
31,LEFT,50.53125,17.15625
32,LEFT,52.125,16.625
33,LEFT,53.84375,15.78125
34,LEFT,55.15625,14.78125
35,LEFT,56.25,13.4375
36,LEFT,57.375,11.5625
37,LEFT,58.09375,10.0
38,LEFT,58.4375,8.3125
39,LEFT,58.40625,6.71875
40,LEFT,58.0625,5.1875
41,LEFT,56.9375,3.78125
42,LEFT,55.8125,2.6875
43,LEFT,54.53125,1.46875
44,LEFT,53.125,0.15625
45,LEFT,51.8125,-0.9375
46,LEFT,50.46875,-1.8125
47,LEFT,48.8125,-2.65625
48,LEFT,46.9375,-3.34375
49,LEFT,44.8125,-4.0
50,LEFT,42.8125,-4.5
51,LEFT,41.125,-4.875
52,LEFT,39.28125,-5.25
53,LEFT,37.375,-5.5
54,LEFT,35.75,-5.46875
55,LEFT,34.0,-5.875
56,LEFT,32.28125,-6.53125
57,LEFT,30.6875,-7.5625
58,LEFT,29.4375,-8.5
59,LEFT,28.25,-9.65625
60,LEFT,26.8125,-10.34375
61,LEFT,25.15625,-10.46875
62,LEFT,23.59375,-9.84375
63,LEFT,22.53125,-8.59375
64,LEFT,21.25,-7.59375
65,LEFT,19.8125,-6.6875
66,LEFT,18.28125,-6.3125
67,LEFT,16.59375,-6.375
68,LEFT,15.09375,-7.0625
69,LEFT,13.78125,-8.21875
70,LEFT,12.25,-8.84375
71,LEFT,10.78125,-9.625
72,LEFT,9.6875,-10.90625
73,LEFT,9.1875,-12.40625
74,LEFT,8.21875,-13.75
75,LEFT,6.65625,-14.03125
76,LEFT,5.125,-13.5625
77,LEFT,4.28125,-12.21875
78,LEFT,3.34375,-10.875
79,LEFT,2.28125,-9.65625
80,LEFT,1.4375,-8.3125
81,LEFT,1.59375,-6.75
82,LEFT,1.65625,-5.125
83,LEFT,0.59375,-3.90625
84,LEFT,-0.9375,-3.0
85,LEFT,-2.53125,-2.1875
86,LEFT,-3.8125,-1.28125
87,LEFT,-5.09375,0.625
88,LEFT,-5.46875,2.40625
89,LEFT,-5.125,3.9375
90,LEFT,-3.9375,5.1875
91,LEFT,-2.5,6.21875
92,LEFT,-1.0625,6.96875
93,LEFT,0.84375,7.5625
94,LEFT,2.75,7.78125
95,LEFT,4.34375,7.875
96,LEFT,6.03125,8.125
97,RIGHT,8.1875,10.78125
98,RIGHT,9.8125,11.09375
99,RIGHT,11.375,10.96875
100,RIGHT,12.875,10.53125
101,RIGHT,14.1875,9.59375
102,RIGHT,15.53125,8.75
103,RIGHT,17.0625,8.375
104,RIGHT,18.625,8.6875
105,RIGHT,19.90625,9.59375
106,RIGHT,21.09375,10.625
107,RIGHT,22.5625,11.28125
108,RIGHT,24.28125,11.6875
109,RIGHT,25.84375,11.625
110,RIGHT,27.40625,11.0625
111,RIGHT,28.75,10.25
112,RIGHT,30.25,9.65625
113,RIGHT,31.6875,8.96875
114,RIGHT,33.25,8.65625
115,RIGHT,34.75,9.3125
116,RIGHT,35.8125,10.53125
117,RIGHT,36.59375,11.9375
118,RIGHT,37.34375,13.375
119,RIGHT,37.9375,14.84375
120,RIGHT,38.4375,16.34375
121,RIGHT,39.375,17.625
122,RIGHT,40.6875,18.5625
123,RIGHT,42.1875,19.1875
124,RIGHT,43.75,19.53125
125,RIGHT,45.3125,19.78125
126,RIGHT,47.0,19.78125
127,RIGHT,48.59375,19.8125
128,RIGHT,50.21875,19.8125
129,RIGHT,52.0625,19.59375
130,RIGHT,53.5625,19.15625
131,RIGHT,55.0,18.3125
132,RIGHT,56.3125,17.3125
133,RIGHT,57.5,16.25
134,RIGHT,58.65625,15.03125
135,RIGHT,59.84375,13.90625
136,RIGHT,60.59375,12.21875
137,RIGHT,61.21875,10.6875
138,RIGHT,61.5625,9.0625
139,RIGHT,61.5625,7.1875
140,RIGHT,61.40625,5.5625
141,RIGHT,60.90625,3.8125
142,RIGHT,60.0,2.1875
143,RIGHT,58.875,0.8125
144,RIGHT,57.65625,-0.3125
145,RIGHT,56.375,-1.40625
146,RIGHT,55.1875,-2.4375
147,RIGHT,53.65625,-3.3125
148,RIGHT,52.21875,-4.03125
149,RIGHT,50.84375,-4.84375
150,RIGHT,49.34375,-5.4375
151,RIGHT,47.65625,-5.78125
152,RIGHT,46.15625,-6.34375
153,RIGHT,44.59375,-6.9375
154,RIGHT,43.0,-7.25
155,RIGHT,41.28125,-7.46875
156,RIGHT,39.6875,-7.65625
157,RIGHT,37.9375,-7.78125
158,RIGHT,36.25,-8.0625
159,RIGHT,34.6875,-8.15625
160,RIGHT,33.0625,-8.84375
161,RIGHT,31.8125,-9.8125
162,RIGHT,30.46875,-10.96875
163,RIGHT,29.09375,-11.96875
164,RIGHT,27.65625,-12.75
165,RIGHT,26.0,-12.96875
166,RIGHT,24.3125,-13.09375
167,RIGHT,22.78125,-12.75
168,RIGHT,21.65625,-11.625
169,RIGHT,20.59375,-10.46875
170,RIGHT,18.90625,-9.8125
171,RIGHT,17.125,-9.6875
172,RIGHT,15.625,-10.125
173,RIGHT,14.25,-11.0
174,RIGHT,12.9375,-12.125
175,RIGHT,12.15625,-13.5
176,RIGHT,11.25,-14.8125
177,RIGHT,9.96875,-15.84375
178,RIGHT,8.40625,-16.375
179,RIGHT,6.71875,-16.4375
180,RIGHT,5.0625,-16.34375
181,RIGHT,3.5625,-15.84375
182,RIGHT,2.5,-14.6875
183,RIGHT,1.40625,-13.3125
184,RIGHT,0.125,-11.96875
185,RIGHT,-0.84375,-10.59375
186,RIGHT,-1.46875,-9.0625
187,RIGHT,-1.4375,-7.375
188,RIGHT,-1.5,-5.78125
189,RIGHT,-2.6875,-4.65625
190,RIGHT,-4.0625,-3.90625
191,RIGHT,-5.71875,-2.6875
192,RIGHT,-6.90625,-1.28125
193,RIGHT,-7.4375,0.375
194,RIGHT,-7.59375,2.09375
195,RIGHT,-7.59375,3.6875
196,RIGHT,-7.3125,5.28125
197,RIGHT,-6.34375,6.6875
198,RIGHT,-5.09375,7.65625
199,RIGHT,-3.53125,8.34375
200,RIGHT,-1.96875,8.875
201,RIGHT,-0.25,9.5625
202,RIGHT,1.25,10.0
203,RIGHT,3.03125,10.5625
204,RIGHT,4.6875,10.96875
205,RIGHT,6.25,11.25
