,Cone_Type,Cone_X,Cone_Y
0,LEFT,15.15625,1.9375
1,LEFT,16.71875,2.125
2,LEFT,18.28125,2.15625
3,LEFT,19.84375,2.1875
4,LEFT,21.34375,2.78125
5,LEFT,22.46875,3.875
6,LEFT,23.28125,5.28125
7,LEFT,24.25,6.5625
8,LEFT,25.59375,7.625
9,LEFT,27.28125,8.125
10,LEFT,28.84375,8.125
11,LEFT,30.40625,7.59375
12,LEFT,32.125,7.03125
13,LEFT,33.71875,6.875
14,LEFT,35.34375,7.0
15,LEFT,36.75,7.75
16,LEFT,37.78125,9.03125
17,LEFT,38.375,10.53125
18,LEFT,38.53125,12.125
19,LEFT,38.40625,13.84375
20,LEFT,38.09375,15.40625
21,LEFT,37.34375,16.84375
22,LEFT,36.28125,18.03125
23,LEFT,35.03125,18.96875
24,LEFT,33.5625,19.5625
25,LEFT,31.90625,20.0625
26,LEFT,30.34375,20.5625
27,LEFT,28.53125,21.0625
28,LEFT,26.875,21.375
29,LEFT,25.21875,21.59375
30,LEFT,23.5625,21.625
31,LEFT,22.0,21.625
32,LEFT,20.21875,21.5625
33,LEFT,18.53125,21.3125
34,LEFT,16.9375,20.84375
35,LEFT,15.84375,19.5
36,LEFT,15.125,18.0625
37,LEFT,14.8125,16.5
38,LEFT,14.28125,14.90625
39,LEFT,12.9375,13.8125
40,LEFT,11.3125,13.4375
41,LEFT,9.65625,13.375
42,LEFT,8.0625,13.46875
43,LEFT,6.5625,12.9375
44,LEFT,5.3125,11.8125
45,LEFT,4.25,10.5625
46,LEFT,3.65625,9.09375
47,LEFT,3.4375,7.5
48,LEFT,3.59375,5.75
49,LEFT,4.84375,4.375
50,LEFT,6.34375,3.53125
51,LEFT,7.875,2.875
52,LEFT,9.40625,2.40625
53,LEFT,11.09375,2.15625
54,LEFT,12.71875,2.125
55,RIGHT,15.25,4.0
56,RIGHT,16.9375,3.8125
57,RIGHT,18.5625,3.78125
58,RIGHT,20.15625,4.25
59,RIGHT,21.3125,5.375
60,RIGHT,22.15625,6.75
61,RIGHT,23.0625,8.0625
62,RIGHT,24.40625,9.125
63,RIGHT,25.75,9.9375
64,RIGHT,27.40625,10.15625
65,RIGHT,29.03125,10.1875
66,RIGHT,30.5625,9.84375
67,RIGHT,32.125,9.40625
68,RIGHT,33.78125,9.15625
69,RIGHT,35.28125,9.65625
70,RIGHT,36.25,10.96875
71,RIGHT,36.5625,12.6875
72,RIGHT,36.21875,14.25
73,RIGHT,35.40625,15.65625
74,RIGHT,34.375,16.90625
75,RIGHT,33.09375,17.9375
76,RIGHT,31.5625,18.46875
77,RIGHT,30.03125,18.90625
78,RIGHT,28.46875,19.375
79,RIGHT,26.8125,19.8125
80,RIGHT,25.21875,19.96875
81,RIGHT,23.625,20.0625
82,RIGHT,22.03125,19.9375
83,RIGHT,20.40625,19.625
84,RIGHT,18.71875,18.90625
85,RIGHT,17.5625,17.75
86,RIGHT,16.71875,16.375
87,RIGHT,16.25,14.84375
88,RIGHT,15.5625,13.4375
89,RIGHT,14.3125,12.375
90,RIGHT,12.8125,11.71875
91,RIGHT,11.09375,11.46875
92,RIGHT,9.46875,11.34375
93,RIGHT,7.9375,10.90625
94,RIGHT,6.625,9.875
95,RIGHT,5.9375,8.4375
96,RIGHT,5.90625,6.8125
97,RIGHT,6.59375,5.375
98,RIGHT,9.09375,4.03125
99,RIGHT,10.8125,3.78125
100,RIGHT,12.4375,3.75
