,Cone_Type,Cone_X,Cone_Y
0,LEFT,15.25,1.46875
1,LEFT,16.84375,1.46875
2,LEFT,18.4375,1.375
3,LEFT,20.0625,1.3125
4,LEFT,21.875,1.25
5,LEFT,23.53125,1.28125
6,LEFT,25.09375,1.4375
7,LEFT,26.5,2.15625
8,LEFT,27.46875,3.40625
9,LEFT,27.75,4.96875
10,LEFT,27.46875,6.5625
11,LEFT,26.34375,7.6875
12,LEFT,24.84375,8.46875
13,LEFT,23.40625,9.34375
14,LEFT,22.15625,10.40625
15,LEFT,21.5625,11.96875
16,LEFT,21.6875,13.6875
17,LEFT,22.9375,14.625
18,LEFT,24.5,14.71875
19,LEFT,26.0625,14.59375
20,LEFT,27.8125,14.34375
21,LEFT,29.4375,13.875
22,LEFT,31.0625,13.4375
23,LEFT,32.84375,13.125
24,LEFT,34.5625,13.4375
25,LEFT,36.0,14.3125
26,LEFT,36.8125,15.65625
27,LEFT,37.15625,17.25
28,LEFT,37.21875,18.96875
29,LEFT,36.625,20.4375
30,LEFT,36.03125,21.90625
31,LEFT,34.375,22.09375
32,LEFT,32.8125,22.15625
33,LEFT,31.1875,22.28125
34,LEFT,29.53125,22.40625
35,LEFT,27.3125,22.46875
36,LEFT,25.75,22.1875
37,LEFT,24.125,22.1875
38,LEFT,22.5625,22.3125
39,LEFT,20.8125,22.40625
40,LEFT,19.21875,22.4375
41,LEFT,17.625,22.3125
42,LEFT,16.0,22.1875
43,LEFT,14.34375,22.125
44,LEFT,12.65625,21.90625
45,LEFT,11.34375,20.90625
46,LEFT,10.0625,19.75
47,LEFT,8.84375,18.6875
48,LEFT,7.96875,17.25
49,LEFT,7.15625,15.875
50,LEFT,6.625,14.34375
51,LEFT,6.25,12.75
52,LEFT,5.875,10.78125
53,LEFT,5.8125,9.09375
54,LEFT,5.8125,7.53125
55,LEFT,6.0,5.96875
56,LEFT,6.875,4.5625
57,LEFT,8.09375,3.34375
58,LEFT,9.5625,2.78125
59,LEFT,11.125,2.1875
60,LEFT,12.71875,1.84375
61,RIGHT,14.875,4.09375
62,RIGHT,16.5,4.1875
63,RIGHT,18.125,4.0
64,RIGHT,19.6875,3.75
65,RIGHT,21.3125,3.65625
66,RIGHT,22.90625,3.96875
67,RIGHT,23.90625,5.1875
68,RIGHT,23.71875,6.75
69,RIGHT,22.65625,7.9375
70,RIGHT,21.34375,8.875
71,RIGHT,20.21875,10.0625
72,RIGHT,19.53125,11.5
73,RIGHT,19.28125,13.09375
74,RIGHT,19.6875,14.6875
75,RIGHT,20.75,15.84375
76,RIGHT,22.15625,16.53125
77,RIGHT,23.84375,16.71875
78,RIGHT,25.46875,16.6875
79,RIGHT,27.03125,16.40625
80,RIGHT,28.5625,16.09375
81,RIGHT,30.1875,15.8125
82,RIGHT,31.78125,15.5
83,RIGHT,33.34375,15.46875
84,RIGHT,34.65625,16.375
85,RIGHT,34.84375,18.0
86,RIGHT,33.875,19.25
87,RIGHT,32.375,19.84375
88,RIGHT,30.8125,20.1875
89,RIGHT,29.21875,20.3125
90,RIGHT,27.65625,20.34375
91,RIGHT,26.09375,20.34375
92,RIGHT,24.5,20.46875
93,RIGHT,22.9375,20.5625
94,RIGHT,21.15625,20.6875
95,RIGHT,19.5625,20.71875
96,RIGHT,17.75,20.71875
97,RIGHT,16.09375,20.53125
98,RIGHT,14.3125,20.1875
99,RIGHT,12.71875,19.53125
100,RIGHT,11.4375,18.53125
101,RIGHT,10.46875,17.21875
102,RIGHT,9.75,15.71875
103,RIGHT,9.1875,14.0
104,RIGHT,8.75,12.34375
105,RIGHT,8.28125,10.6875
106,RIGHT,8.125,9.03125
107,RIGHT,8.125,7.46875
108,RIGHT,8.71875,5.9375
109,RIGHT,9.9375,4.9375
110,RIGHT,11.46875,4.3125
111,RIGHT,13.03125,4.28125
